0;0;0;0;x;x;
105;144;92;37;asikanncum;x
106;238;209;54;didymarlia;x
107;214;113;63;neaheate;x
108;238;90;4;ephyrmillmos;x
109;184;76;11;lelekhissa;x
110;93;103;9;ambrnemum;x
111;133;147;62;kimjuae;x
112;174;175;52;orenymphene;x
113;104;35;49;emplefosia;x
114;118;222;77;mochkoiida;x
115;100;202;1;gangkithos;x
116;237;248;25;lapimbita;x
117;91;79;19;antipchytica;x
118;248;180;14;meskoate;x
119;137;232;6;achhemeder;x
120;66;110;56;ithalamion;x
121;169;94;7;katorestdus;x
122;142;222;67;ithanithasos;x
123;243;63;70;claeretmos;x
124;228;93;19;empmethulia;x
125;211;224;21;mahistesmos;x
126;140;94;11;magnelamlea;x
127;244;92;7;megalomiletila;x
128;188;205;31;kokaiene;x
129;86;73;5;lefkalampila;x
130;142;238;48;delphdymum;x
131;64;214;62;artemmonoli;x
132;202;202;70;megaloopdia;x
133;209;133;5;kyreoresonia;x
134;249;201;62;golgniclis;x
135;197;162;16;marmabouosia;x
136;229;103;9;kiomallatrea;x
137;104;179;2;diocaruf;x
138;245;219;37;antihistrai;x
139;62;120;22;aytnaulia;x
140;84;204;0;calnymphonia;x
141;164;144;23;maronmetapopolis;x
142;174;168;37;decmilettherna;x
143;227;71;50;chiepidtherna;x
144;77;67;66;edkathena;x
145;183;107;0;kormassamenus;x
146;180;130;65;bybmiletdus;x
147;165;135;74;methcarymenus;x
148;244;120;146;monasthyethera;x
149;77;88;62;chigythdus;x
150;152;108;118;kanmylathena;x
151;252;199;26;oropnympmea;x
152;131;169;31;akrempai;x
153;217;168;179;keasklate;x
154;242;137;16;itanapalea;x
155;94;251;26;kimmdyai;x
156;125;197;20;madychamium;x
157;151;155;3;halicodae;x
158;223;227;53;mukmarmdus;x
159;189;221;60;golgdelphdus;x
160;105;130;52;neclaiana;x
161;240;180;27;korinletiri;x
162;110;106;68;dimabhyrton;x
163;206;81;42;kameihelothena;x
164;154;82;19;nymphhemea;x
165;125;162;34;halikerkithrae;x
166;62;91;45;amaonnae;x
167;221;78;64;heraargyrnes;x
168;105;131;11;hiedecepetra;x
169;215;142;41;aegnyllai;x
170;116;210;4;dorymukthrae;x
171;78;158;3;lebechamissa;x
172;217;122;50;chersialai;x
173;147;197;37;klamiletae;x
174;75;134;40;gouritaniana;x
175;155;183;59;gongyrthium;x
176;129;209;69;locroricai;x
177;155;158;62;nauaskpetra;x
178;120;161;52;dorylaodate;x
179;98;135;37;mantiorestila;x
180;141;62;24;gythaphimea;x
181;170;186;24;miletheltes;x
182;107;153;18;byblocila;x
183;63;67;41;cattaro;x
184;196;114;62;itamukenene;x
185;186;84;75;madargyrissa;x
186;220;218;30;opkouder;x
187;71;115;8;laubrathera;x
188;228;211;64;kalaegthus;x
189;232;97;7;orimonnae;x
190;199;180;38;iakerkimos;x
191;218;78;1;alihistroas;x
192;200;64;65;ankkimmerita;x
193;203;188;2;bralarisetta;x
194;203;239;50;aphimaronlia;x
195;137;79;38;eleumarmeia;x
196;115;240;37;millmonoasttiri;x
197;231;110;32;koargtiri;x
198;179;142;11;delleibemenus;x
199;95;240;2;lebhermietta;x
200;194;208;7;dicmylnae;x
201;240;164;10;nymacanoas;x
202;114;135;35;mallialycum;x
203;114;67;50;byzmeseion;x
204;211;199;75;iolarisnae;x
205;149;180;59;kimetaponus;x
206;188;250;2;hielarosse;x
207;139;80;40;leprerylia;x
208;159;75;29;artnados;x
209;155;174;25;aighalilia;x
210;59;221;5;gournmyae;x
211;191;174;20;chiklazoiana;x
212;143;161;38;cythcaryoas;x
213;171;68;31;borysnympyra;x
214;127;121;31;olyngazaea;x
215;135;180;38;amphimorgados;x
216;74;149;21;malcalthus;x
217;169;248;26;kouriapolltes;x
218;128;189;5;marmaeubmenus;x
219;208;133;224;orestelatllai;x
220;63;165;55;eretodeoli;x
221;129;102;46;odeiththena;x
222;227;151;50;mantinchiine;x
223;213;222;39;mymanessa;x
224;72;150;0;golgleibum;x
225;218;86;55;korincornae;x
226;244;99;52;amarydelcia;x
227;150;253;20;kalliephnae;x
228;90;102;47;ioleknes;x
229;77;50;6;chalccoltiri;x
230;76;70;72;maassetta;x
231;71;252;62;mantiialymea;x
232;127;228;27;methitaina;x
233;207;181;64;kogeon;x
234;105;86;71;ephykourosia;x
235;107;146;22;ohermyra;x
236;176;150;43;loccherder;x
237;103;95;65;amaryabdia;x
238;114;247;65;aphiiorea;x
239;65;236;17;bylldemila;x
240;231;110;41;argyrnyspetra;x
241;177;80;34;mogangonia;x
242;199;223;10;oepgyrthilis;x
243;200;171;71;oresmetthrae;x
244;191;78;26;cnibergthera;x
245;111;253;47;monasgoyra;x
246;134;104;23;epheeryllai;x
247;96;213;27;apaidalea;x
248;68;165;46;mulclazthus;x
249;142;229;63;leibealeate;x
250;207;137;30;carganene;x
251;127;247;74;kasopuslia;x
252;115;202;0;askldeceetta;x
253;154;127;45;larikoursos;x
254;111;200;67;kamarclazium;x
255;111;241;62;kepknidlia;x
256;119;225;16;kashermilia;x
257;225;227;30;knosdimuf;x
258;195;129;56;corcgourai;x
259;83;82;74;iakameirtiri;x
260;123;22;145;nymphlilida;x
261;81;92;15;juktknossosia;x
262;122;240;1;mochleiica;x
263;176;214;23;nekaiyra;x
264;91;145;55;cleomorgrea;x
265;253;70;15;bybartrias;x
266;83;75;62;colochioas;x
267;124;228;26;monastilaodon;x
268;154;71;12;oenchytllai;x
269;146;187;44;klalecum;x
270;169;194;13;mukhelipetra;x
271;146;214;42;knomonastiosia;x
272;98;249;49;epidkannica;x
273;220;64;3;olblinine;x
274;195;149;5;asmarolea;x
275;239;174;50;mantinkaiios;x
276;0;50;200;kuklazlia;x
277;150;197;48;criptana;x
278;240;202;46;almagro;x
279;194;0;54;ciudad_real;x
280;170;238;28;calatrava;x
281;193;69;42;almaden;x
282;142;106;55;alcazar;x
283;96;51;61;montiel;x
284;80;160;51;alcaraz;x
285;230;119;28;manzanares;x
286;116;149;60;sepulveda;x
287;126;221;26;segovia;x
288;216;65;43;avila;x
289;65;176;45;arevalo;x
290;162;153;42;cuellar;x
291;219;115;61;atienza;x
292;186;151;24;osma;x
293;48;238;117;medinaceli;x
294;199;253;46;almazan;x
295;255;182;16;logrono;x
296;57;110;47;soria;x
297;90;51;59;carrion;x
298;54;250;15;valladolid;x
299;81;62;26;tordesillas;x
300;225;228;123;uruena;x
301;218;246;9;penafiel;x
302;155;24;74;cerrato;x
303;173;89;114;palencia;x
304;120;10;173;mayorga;x
305;55;137;57;medina_rioseco;x
306;50;100;14;saldana;x
307;151;65;64;medina_campo;x
308;95;77;60;monzon;x
309;50;101;45;ecija;x
310;97;250;6;niebla;x
311;131;222;163;sanlucar;x
312;122;210;20;carmona;x
313;96;81;170;gibraleon;x
314;158;81;67;jerez;x
315;161;115;21;medina_sidonia;x
316;109;60;35;moguer;x
317;201;73;29;sevilla;x
318;219;103;22;ayamonte;x
319;255;107;72;osuna;x
320;171;221;18;arcos;x
321;237;173;9;marchena;x
322;153;227;28;almonaster;x
323;122;223;26;cadiz;x
324;63;174;71;llerena;x
325;90;230;67;trujillo;x
326;230;101;72;plasencia;x
327;217;252;82;feria;x
328;242;192;48;coria;x
329;103;89;18;magacela;x
330;144;120;2;merida;x
331;53;90;74;medellin;x
332;211;146;74;alburquerque;x
333;154;136;71;badajoz;x
334;108;175;14;caceres;x
335;189;105;18;alcantara;x
336;81;151;35;belalcazar;x
337;97;251;31;castrojeriz;x
338;137;83;85;silos;x
339;187;61;16;campoo;x
340;126;126;222;trevino;x
341;247;164;60;trasmiera;x
342;163;209;27;lavieja;x
343;202;120;39;burgos;x
344;55;191;57;villadiego;x
345;100;194;60;santillana;x
346;182;90;16;najera;x
347;236;190;217;candemuno;x
348;241;93;69;bureba;x
349;177;140;58;liebana;x
350;97;207;48;haro;x
351;219;97;2;limia;x
352;237;153;16;orense;x
353;229;196;35;mondonedo;x
354;249;205;14;tuy;x
355;28;121;33;sarria;x
356;134;104;68;lugo;x
357;255;155;163;monterrey;x
358;223;59;30;ribadavia;x
359;153;79;44;coruna;x
360;244;67;21;trastamara;x
361;132;238;46;villalba;x
362;205;64;59;betanzos;x
363;168;153;50;lemos;x
364;154;156;58;santiago;x
365;110;54;43;valduerna;x
366;120;174;50;sanabria;x
367;239;71;87;leon;x
368;240;83;68;bierzo;x
369;116;62;51;zamora;x
370;252;58;18;toro;x
371;195;238;21;luna;x
372;175;16;55;aliste;x
373;115;101;4;benavente;x
374;137;159;133;astorga;x
375;212;231;31;guadalajara;x
376;172;153;31;madrid;x
377;74;244;186;talavera;x
378;221;200;47;toledo;x
379;208;171;23;escalona;x
380;110;196;68;henares;x
381;231;239;69;ucles;x
382;226;197;43;oropesa;x
383;104;202;64;lorca;x
384;126;161;12;murcia;x
385;120;86;71;chinchilla;x
386;141;196;15;segura;x
387;96;225;49;cartagena;x
388;81;57;57;villena;x
389;250;140;17;hellin;x
390;183;60;35;cieza;x
391;61;224;67;ciudad_rodrigo;x
392;157;129;61;salamanca;x
393;93;214;65;valdecorneja;x
394;203;108;74;bejar;x
395;145;50;39;alba;x
396;124;222;62;ledesma;x
397;157;102;26;andujar;x
398;162;121;48;jaen;x
399;211;32;228;ubeda;x
400;192;64;21;cazorla;x
401;136;47;238;baeza;x
402;200;233;21;martos;x
403;123;113;8;cordoba;x
404;120;83;29;almodovar;x
405;95;200;27;carpio;x
406;193;204;39;pedroche;x
407;241;130;5;cabra;x
408;187;237;9;moya;x
409;61;208;38;molina;x
410;219;171;65;alarcon;x
411;115;59;26;requena;x
412;169;78;26;huete;x
413;241;88;46;cuenca;x
414;224;126;50;belmonte;x
415;110;226;16;llanes;x
416;120;131;75;grado;x
417;193;154;71;oviedo;x
418;137;169;47;tineo;x
419;240;66;49;gijon;x
420;147;223;56;navia;x
421;62;163;19;donosti;x
422;186;58;44;bilbao;x
423;229;176;197;bermeo;x
424;255;132;39;mondragon;x
425;66;133;74;guevara;x
426;61;97;4;duranguesado;x
427;56;221;21;loyola;x
428;56;166;42;vitoria;x
429;129;80;66;ayala;x
430;207;127;55;arraiolos;x
431;51;122;73;alcacer_do_sal;x
432;179;190;22;odemira;x
433;76;56;68;moura;x
434;236;51;33;evora;x
435;76;158;10;beja;x
436;214;198;39;portalegre;x
437;230;100;27;elvas;x
438;107;238;66;mertola;x
439;69;231;50;avis;x
440;87;124;67;alcobaca;x
441;55;50;37;abrantes;x
442;252;197;51;setubal;x
443;54;93;10;lisboa;x
444;215;153;36;santarem;x
445;166;123;20;marialva;x
446;106;96;9;guarda;x
447;92;94;0;coimbra;x
448;74;225;73;seia;x
449;62;100;54;viseu;x
450;130;199;46;castelo_branco;x
451;153;186;21;monsanto;x
452;141;183;17;ourem;x
453;217;226;12;leiria;x
454;119;217;49;aveiro;x
455;83;77;26;braganca;x
456;69;109;27;miranda_douro;x
457;177;60;30;guimaraes;x
458;156;98;53;lamego;x
459;102;235;37;vila_real;x
460;78;100;39;porto;x
461;201;90;6;braga;x
462;213;246;69;silves;x
463;183;52;20;loule;x
464;239;240;41;faro;x
465;71;123;58;lagos;x
466;118;75;28;alcoutim;x
467;221;113;190;velez;x
468;164;144;75;antequera;x
469;205;160;35;guadix;x
470;134;87;51;baza;x
471;95;201;40;alpujarra;x
472;196;169;11;ronda;x
473;127;205;36;malaga;x
474;210;137;0;granada;x
475;237;123;61;vera;x
476;77;160;48;marbella;x
477;75;96;54;iznajar;x
478;68;158;53;almeria;x
479;239;151;2;motril;x
480;159;94;32;gibraltar;x
481;106;209;51;olite;x
482;61;226;12;pamplona;x
483;118;200;128;ultrapuertos;x
484;178;115;17;tudela;x
485;193;161;27;sanguesa;x
486;19;238;167;viana;x
487;92;64;10;estella;x
488;225;66;110;baztan;x
489;84;231;68;tarazona;x
490;127;94;70;ribagorza;x
491;104;126;11;huesca;x
492;184;135;3;calatayud;x
493;215;85;9;jaca;x
494;99;195;60;daroca;x
495;60;209;63;sobrarbe;x
496;121;127;36;hijar;x
497;122;8;166;alcaniz;x
498;189;199;31;cinco_villas;x
499;211;76;44;zaragoza;x
500;230;60;2;somontano;x
501;177;179;23;teruel;x
502;206;148;49;aliaga;x
503;222;65;42;albarracin;x
504;63;54;61;lerida;x
505;255;51;22;rosellon;x
506;250;242;34;cervera;x
507;238;205;36;gerona;x
508;218;151;45;urgel;x
509;51;186;64;cardona;x
510;83;149;70;aitona;x
511;172;247;50;tarragona;x
512;67;146;15;cerdanya;x
513;207;128;26;besalu;x
514;60;224;4;pallars;x
515;59;152;36;manresa;x
516;175;187;27;tortosa;x
517;153;83;42;barcelona;x
518;161;241;10;osona;x
519;123;85;32;bergada;x
520;131;205;38;ampurdan;x
521;191;92;17;cabrera;x
522;157;183;23;conflent;x
523;240;106;62;menorca;x
524;252;227;46;mallorca;x
525;55;64;10;pitiusas;x
526;177;192;55;peniscola;x
527;94;113;3;villahermosa;x
528;72;165;23;jativa;x
529;156;116;10;orihuela;x
530;86;192;23;liria;x
531;98;202;7;gandia;x
532;234;82;48;valencia;x
533;76;66;35;denia;x
534;86;190;62;castellon;x
535;52;95;55;segorbe;x
536;108;145;62;morella;x
537;137;105;9;alicante;x
538;207;94;36;epidialyine;x
539;89;98;20;adramhistron;x
540;246;200;38;byllaleissa;x
541;121;51;12;heniaai;x
542;181;118;45;lampslinddia;x
543;149;154;17;miletkamarum;x
544;131;229;54;kerkicrocum;x
545;86;115;10;boryschalcpetra;x
546;55;153;65;kasleprelea;x
547;195;56;24;bhyrtodissa;x
548;172;202;62;koriargum;x
549;98;175;59;gelmaraonia;x
550;99;133;3;nymdemtrias;x
551;71;101;21;cebchersmea;x
552;206;180;67;orchcrotesmos;x
553;138;206;21;klazoolbiita;x
554;86;54;30;kalantiponia;x
555;151;146;34;hubydessa;x
556;239;121;19;metlebeina;x
557;119;103;25;kygeida;x
558;65;176;68;milemorina;x
559;74;112;75;actaenissa;x
560;177;195;40;kimmermantllai;x
561;131;138;74;orchonathera;x
562;218;204;8;dicaeanicera;x
563;208;235;67;mileialetta;x
564;71;230;21;eretlampsiana;x
565;152;156;25;hiithanate;x
566;69;190;40;demetgortyila;x
567;183;219;10;orestleiboas;x
568;149;117;31;asiklazotherna;x
569;246;172;34;lebhememenus;x
570;218;187;34;imkudia;x
571;212;90;90;kamenicollai;x
572;60;153;68;lefmorgae;x
573;56;197;8;cardypetra;x
574;156;93;14;eubbergida;x
575;222;150;55;maraboli;x
576;141;169;27;oddicina;x
577;187;234;72;laodleprpetra;x
578;88;106;16;lampskatasos;x
579;209;158;0;kerkhaliccum;x
580;56;150;56;metaephyrios;x
581;61;204;41;mantinamnimea;x
582;217;242;6;aigcaryalous;x
583;185;64;30;olymgythirias;x
584;133;63;35;hisithantes;x
585;237;78;58;oepeuboli;x
586;81;135;63;hermasklthus;x
587;182;117;29;epidkorinthessa;x
588;231;223;45;ephmesemthus;x
589;145;65;53;olyodelia;x
590;56;196;63;aenithander;x
591;196;219;38;methmantios;x
592;200;231;23;olitanrias;x
593;122;112;71;gelempothera;x
594;96;60;64;chahyissa;x
595;237;166;46;lefkchellai;x
596;148;63;19;kulefkmos;x
597;241;98;62;kerkantipine;x
598;208;185;20;kamalampsaesmos;x
599;66;80;2;kilepreila;x
600;210;93;46;acancalpolis;x
601;202;63;64;ereteubnes;x
602;214;108;72;kyrganlea;x
603;232;138;51;morgangolgine;x
604;102;161;46;knidoeposia;x
605;252;194;51;monklazlia;x
606;145;179;31;aleanknes;x
607;119;246;45;namaroder;x
608;234;101;27;megaliarea;x
609;149;229;17;madydelphthus;x
610;177;195;35;marchersyra;x
611;240;87;11;bergidanes;x
612;80;252;22;marathmisaea;x
613;209;83;15;leonheriana;x
614;231;202;48;gyrthidiolis;x
615;208;112;30;kynialynes;x
616;87;179;19;heliamphiosia;x
617;100;208;51;opuskorinthica;x
618;192;57;66;oecaryai;x
619;131;191;31;orocrotoli;x
620;169;96;58;monastiephdos;x
621;114;254;57;gortmetaita;x
622;152;141;22;magnekeressa;x
623;142;145;17;alegorguf;x
624;104;214;24;gangantigina;x
625;134;142;6;immuinon;x
626;164;166;18;juktkouriesmos;x
627;84;115;67;gourleopetra;x
628;146;247;28;iahemerothrae;x
629;149;92;64;moitnae;x
630;106;148;42;olbkynera;x
631;148;171;65;calmisiana;x
632;162;50;73;mukenhetes;x
633;240;156;20;imbrmomenus;x
634;121;155;16;ereseretuf;x
635;153;184;17;odebrauthena;x
636;241;235;54;hergythialous;x
637;172;92;28;gytkallidia;x
638;245;132;14;aphinirthena;x
639;196;156;25;muknieia;x
640;173;106;30;hierahietta;x
641;191;243;61;kouriartera;x
642;88;50;24;leontmanera;x
643;69;155;11;markaithus;x
644;62;246;70;argyrknirea;x
645;77;231;34;koarteminon;x
646;218;152;61;kalliasilia;x
647;149;230;5;asiknoscum;x
648;121;229;67;ithannymthus;x
649;201;76;28;aenbythina;x
650;170;129;34;deceleibeoli;x
651;196;190;51;ioartina;x
652;112;112;17;kasmhermithena;x
653;64;168;12;helocrotrias;x
654;156;228;44;chemonastithrae;x
655;182;116;11;mukniatrea;x
656;100;84;3;knoidaonia;x
657;176;126;22;millargalous;x
658;142;47;18;elahiila;x
659;95;98;24;cleomonaida;x
660;215;69;24;nympnympine;x
661;232;98;56;bergmadytlia;x
662;234;135;105;kyddoretta;x
663;109;160;3;bergknosslis;x
664;239;94;15;ialydelila;x
665;80;232;4;cormegates;x
666;234;215;34;akrmocyra;x
667;214;107;28;mesemegaloyra;x
668;142;242;58;doroeder;x
669;144;189;30;idalknidoas;x
670;158;198;23;haliolynes;x
671;91;105;34;opuscolera;x
672;118;167;15;katamuknae;x
673;68;119;41;naukataea;x
674;132;253;46;lefkakemenus;x
675;152;50;72;andrlaolia;x
676;207;151;20;lefepiium;x
677;86;107;48;erythlilainda;x
678;166;212;55;larapaeia;x
679;124;112;64;kerartuf;x
680;238;219;39;nymphchammea;x
681;83;139;47;dorydicthera;x
682;192;54;35;metcrotine;x
683;109;69;10;elamarmader;x
684;232;234;19;leibimbretta;x
685;162;84;67;lapithitdia;x
686;134;148;65;antipimbaea;x
687;60;176;3;morgancrotlia;x
688;71;196;18;cherlocai;x
689;247;198;71;orchomegalthus;x
690;128;149;57;cythithalis;x
691;156;234;25;gyrthioeila;x
692;184;142;15;neaereslia;x
693;160;64;20;geemposos;x
694;148;203;69;bergmukenyra;x
695;215;58;0;andmochder;x
696;128;58;68;actcymrias;x
697;64;176;19;iohuboas;x
698;227;133;34;delphdiosalous;x
699;136;122;14;kasmmiseica;x
700;227;66;58;elatlamsos;x
701;247;67;72;komonasdia;x
702;154;140;18;oleltiri;x
703;176;141;46;chagorgate;x
704;121;50;27;gorgiodmenus;x
705;116;99;75;dimitanae;x
706;228;144;38;braulaodietta;x
707;237;222;63;ephbergthena;x
708;200;231;17;gytamilia;x
709;52;241;11;hagihermion;x
710;149;195;67;dicaeagaon;x
711;222;89;12;borysnicoiana;x
712;243;145;50;itmetinda;x
713;86;94;15;immorganlia;x
714;139;106;19;eladoryinda;x
715;218;190;14;clanealia;x
716;240;169;15;hiskalthos;x
717;55;90;38;amnidoralous;x
718;166;163;13;carkueia;x
719;138;181;54;marathkulea;x
720;52;167;16;kainympios;x
721;56;54;63;clagythiai;x
722;183;230;21;athhieonia;x
723;100;116;35;ephyrorilia;x
724;107;56;72;histlaristhus;x
725;234;84;2;iakynmos;x
726;80;100;40;antipempopetra;x
727;251;135;19;bercorcdos;x
728;159;190;42;larlebsos;x
729;124;241;46;ialmarmos;x
730;128;191;74;kamjulia;x
731;206;239;21;laodimetaina;x
732;240;173;62;olynepheessa;x
733;177;195;59;morgacniine;x
734;52;105;6;abolbioli;x
735;68;225;22;kuiamos;x
736;65;180;36;antigialypolis;x
737;184;104;11;omarmarias;x
738;64;117;2;korbouosia;x
739;140;200;49;akrkannoli;x
740;243;117;24;chalaolis;x
741;97;128;53;gorgiasklia;x
742;156;237;67;naxkelis;x
743;103;58;57;didimbesmos;x
744;155;205;17;nicoberica;x
745;87;140;64;hermigortyinon;x
746;162;141;25;kyheica;x
747;208;102;75;oralalis;x
748;107;137;62;jubythdia;x
749;231;192;8;boukydoum;x
750;214;215;24;opasthus;x
751;236;202;51;laomilthrae;x
752;92;161;17;orchmegalus;x
753;96;58;28;laodiathai;x
754;75;91;19;kimmercebroas;x
755;176;242;19;hieraargyrnes;x
756;199;117;15;anknympetra;x
757;245;80;8;decdecthus;x
758;195;182;37;amaryartemlia;x
759;232;94;20;methlekhallai;x
760;75;241;46;herlauios;x
761;183;94;62;oepbyblis;x
762;82;169;30;didyedeita;x
763;73;64;40;morglocpolis;x
764;253;229;30;oreskeium;x
765;122;196;7;amarmaronila;x
766;162;121;19;orchomaera;x
767;201;98;65;delphmukelia;x
768;123;182;67;magnemison;x
769;79;76;59;chemadytinon;x
770;55;112;21;carymukecia;x
771;79;146;12;goamaryatrea;x
772;197;187;3;edmarder;x
773;109;208;1;decnyoas;x
774;170;250;47;aigosmukelia;x
775;178;160;24;ephyramphiica;x
776;190;152;71;kumaigita;x
777;213;197;44;amnikyneia;x
778;106;137;26;linddiosene;x
779;89;63;64;hagkatauf;x
780;241;85;70;orchogolgpolis;x
781;88;241;1;koitanetta;x
782;125;203;34;nemelanes;x
783;183;212;44;hubhubate;x
784;64;211;19;megalomillum;x
785;203;125;50;kamakyrenrea;x
786;133;176;71;hermibarate;x
787;70;50;66;amaryargum;x
788;145;96;24;hedicaeaosia;x
789;115;81;6;didbarmenus;x
790;241;225;56;olyleonthus;x
791;195;182;8;kimmkasosse;x
792;240;138;12;kichytios;x
793;82;194;48;milidalion;x
794;197;58;55;maraleononia;x
795;71;99;44;aliepiera;x
796;143;167;14;brabyzdia;x
797;80;56;58;hymonastius;x
798;184;103;79;cyclathena;x
799;162;58;25;jumegathrae;x
800;50;155;58;eleletiri;x
801;178;69;24;laugournpetra;x
802;244;139;70;histeresion;x
803;61;102;48;meseclauf;x
804;223;125;21;gournithai;x
805;228;170;49;artkoion;x
806;237;225;64;odesoriessa;x
807;69;87;69;hellesmonatrea;x
808;52;168;38;lauorine;x
809;207;232;53;korintgorlia;x
810;84;213;31;mesnaxpetra;x
811;90;89;21;brakancum;x
812;119;191;20;linknidtherna;x
813;153;163;29;laodimagnlia;x
814;100;110;57;methukuetta;x
815;126;221;56;bhyrtoropoas;x
816;148;57;42;korinkoiessa;x
817;65;67;32;didmadythena;x
818;225;138;39;knidcolllai;x
819;185;175;10;leokaae;x
820;108;94;57;carknossus;x
821;147;237;51;naugourthera;x
822;199;59;58;madytaigosthena;x
823;205;226;53;lefklefkaesmos;x
824;137;235;64;cebaytine;x
825;195;51;12;lamethainda;x
826;92;180;17;euborchollai;x
827;123;142;15;demetamniyra;x
828;166;135;15;kocherspolis;x
829;180;127;5;korkameiressa;x
830;87;245;63;kimmeephytrias;x
831;93;75;2;odemaroas;x
832;184;226;74;cargeine;x
833;76;229;21;lekitanesmos;x
834;155;157;64;edkyrentrias;x
835;201;179;12;laulaodiesmos;x
836;160;183;68;lepreelanes;x
837;121;202;23;olyepidtherna;x
838;120;161;64;mesenysida;x
839;250;123;61;gourheloium;x
840;70;234;0;methakoudus;x
841;59;94;75;aliknossrias;x
842;86;242;10;bylllocrcia;x
843;111;63;46;hermibergosia;x
844;90;103;63;cnimanpetra;x
845;89;116;41;marodeceosse;x
846;229;137;44;edoresthrae;x
847;115;54;31;larikimmosse;x
848;122;71;6;imbrephissa;x
849;86;239;15;elmoessa;x
850;109;57;17;kigorgosse;x
851;68;255;28;mantinhublera;x
852;145;139;31;eretleonthena;x
853;94;173;58;opuskous;x
854;242;223;55;gythithlis;x
855;226;60;64;hermikallioli;x
856;71;191;29;aminemessa;x
857;67;101;44;lockorinaea;x
858;133;56;31;marathellia;x
859;63;136;57;lebemonasosia;x
860;162;92;0;methalaatrea;x
861;140;164;42;massacrolia;x
862;228;170;9;hermiorepolis;x
863;55;62;0;locrgortoli;x
864;218;102;15;marathaliita;x
865;213;197;60;croeleuida;x
866;91;56;22;ephykorinthium;x
867;121;110;45;dymcebion;x
868;204;206;35;asklnymphita;x
869;198;127;15;linnyesmos;x
870;50;72;58;miletkallirea;x
871;81;55;61;crokydtrias;x
872;123;197;74;odesseresaea;x
873;113;169;29;lefjukosia;x
